query_id;bin_cos_p;bin_cos_r;bin_cos_f;bin_euc_p;bin_euc_r;bin_euc_f;ter_cos_p;ter_cos_r;ter_cos_f;ter_euc_p;ter_euc_r;ter_euc_f;tid_cos_p;tid_cos_r;tid_cos_f;tid_euc_p;tid_euc_r;tid_euc_f;w2v_cos_p;w2v_cos_r;w2v_cos_f;w2v_euc_p;w2v_euc_r;w2v_euc_f
128;0,066667;0,333333;0,031746;0,000000;0,000000;0,000000;0,066667;0,333333;0,031746;0,000000;0,000000;0,000000;0,066667;0,333333;0,031746;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
129;0,133333;0,250000;0,048193;0,000000;0,000000;0,000000;0,133333;0,250000;0,048193;0,000000;0,000000;0,000000;0,266667;0,500000;0,150943;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
130;0,066667;0,166667;0,018018;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,266667;0,666667;0,183908;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
131;0,133333;0,222222;0,043716;0,000000;0,000000;0,000000;0,133333;0,222222;0,043716;0,000000;0,000000;0,000000;0,266667;0,444444;0,138528;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
132;0,266667;0,250000;0,087912;0,000000;0,000000;0,000000;0,600000;0,562500;0,312139;0,000000;0,000000;0,000000;0,600000;0,562500;0,312139;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
133;0,133333;0,250000;0,048193;0,000000;0,000000;0,000000;0,133333;0,250000;0,048193;0,000000;0,000000;0,000000;0,133333;0,250000;0,048193;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
134;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,066667;0,333333;0,031746;0,000000;0,000000;0,000000;0,133333;0,666667;0,098765;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
135;0,200000;0,333333;0,086957;0,000000;0,000000;0,000000;0,133333;0,222222;0,043716;0,000000;0,000000;0,000000;0,333333;0,555556;0,196078;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
136;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,133333;0,500000;0,081633;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
137;0,133333;0,400000;0,069565;0,000000;0,000000;0,000000;0,200000;0,600000;0,133333;0,000000;0,000000;0,000000;0,266667;0,800000;0,206452;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
138;0,066667;0,333333;0,031746;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,066667;0,333333;0,031746;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
139;0,066667;0,200000;0,021053;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
140;0,133333;0,285714;0,053691;0,000000;0,000000;0,000000;0,066667;0,142857;0,015748;0,000000;0,000000;0,000000;0,133333;0,285714;0,053691;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
141;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,066667;0,142857;0,015748;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
142;0,066667;0,500000;0,042553;0,000000;0,000000;0,000000;0,066667;0,500000;0,042553;0,000000;0,000000;0,000000;0,066667;0,500000;0,042553;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
143;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,066667;0,333333;0,031746;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
144;0,266667;0,571429;0,165803;0,000000;0,000000;0,000000;0,266667;0,571429;0,165803;0,000000;0,000000;0,000000;0,400000;0,857143;0,303797;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
145;0,133333;0,250000;0,048193;0,000000;0,000000;0,000000;0,133333;0,250000;0,048193;0,000000;0,000000;0,000000;0,266667;0,500000;0,150943;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
146;0,066667;0,333333;0,031746;0,000000;0,000000;0,000000;0,133333;0,666667;0,098765;0,000000;0,000000;0,000000;0,200000;1,000000;0,181818;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
147;0,133333;0,181818;0,036866;0,000000;0,000000;0,000000;0,066667;0,090909;0,010471;0,000000;0,000000;0,000000;0,266667;0,363636;0,118959;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
148;0,133333;0,285714;0,053691;0,000000;0,000000;0,000000;0,133333;0,285714;0,053691;0,000000;0,000000;0,000000;0,133333;0,285714;0,053691;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
149;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,133333;0,166667;0,034188;0,000000;0,000000;0,000000;0,133333;0,166667;0,034188;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
150;0,133333;0,666667;0,098765;0,000000;0,000000;0,000000;0,200000;1,000000;0,181818;0,000000;0,000000;0,000000;0,200000;1,000000;0,181818;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
151;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
152;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
153;0,200000;0,375000;0,095238;0,000000;0,000000;0,000000;0,133333;0,250000;0,048193;0,000000;0,000000;0,000000;0,266667;0,500000;0,150943;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
154;0,066667;0,333333;0,031746;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,133333;0,666667;0,098765;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
155;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,133333;0,285714;0,053691;0,000000;0,000000;0,000000;0,200000;0,428571;0,105263;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
156;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,066667;0,066667;0,007843;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
157;0,400000;0,150000;0,077419;0,000000;0,000000;0,000000;0,066667;0,025000;0,003053;0,000000;0,000000;0,000000;0,400000;0,150000;0,077419;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
158;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,133333;0,222222;0,043716;0,000000;0,000000;0,000000;0,066667;0,111111;0,012579;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
159;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,133333;0,222222;0,043716;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
160;0,066667;0,166667;0,018018;0,000000;0,000000;0,000000;0,066667;0,166667;0,018018;0,000000;0,000000;0,000000;0,066667;0,166667;0,018018;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
161;0,133333;0,285714;0,053691;0,000000;0,000000;0,000000;0,133333;0,285714;0,053691;0,000000;0,000000;0,000000;0,133333;0,285714;0,053691;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
162;0,066667;0,111111;0,012579;0,000000;0,000000;0,000000;0,066667;0,111111;0,012579;0,000000;0,000000;0,000000;0,066667;0,111111;0,012579;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
163;0,133333;0,500000;0,081633;0,000000;0,000000;0,000000;0,133333;0,500000;0,081633;0,000000;0,000000;0,000000;0,133333;0,500000;0,081633;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
164;0,000000;0,000000;0,000000;0,066667;0,111111;0,012579;0,133333;0,222222;0,043716;0,066667;0,111111;0,012579;0,466667;0,777778;0,323432;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
165;0,066667;0,333333;0,031746;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,200000;1,000000;0,181818;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
166;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,066667;0,111111;0,012579;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
167;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
168;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,133333;0,666667;0,098765;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
169;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,133333;0,400000;0,069565;0,000000;0,000000;0,000000;0,200000;0,600000;0,133333;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
170;0,133333;0,285714;0,053691;0,000000;0,000000;0,000000;0,266667;0,571429;0,165803;0,000000;0,000000;0,000000;0,400000;0,857143;0,303797;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
171;0,200000;0,750000;0,153846;0,000000;0,000000;0,000000;0,200000;0,750000;0,153846;0,000000;0,000000;0,000000;0,266667;1,000000;0,235294;0,000000;0,000000;0,000000;0,066667;0,250000;0,025316;0,066667;0,250000;0,025316
172;0,266667;0,800000;0,206452;0,000000;0,000000;0,000000;0,333333;1,000000;0,285714;0,000000;0,000000;0,000000;0,333333;1,000000;0,285714;0,000000;0,000000;0,000000;0,066667;0,200000;0,021053;0,066667;0,200000;0,021053
173;0,200000;1,000000;0,181818;0,000000;0,000000;0,000000;0,133333;0,666667;0,098765;0,000000;0,000000;0,000000;0,200000;1,000000;0,181818;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
174;0,200000;0,500000;0,117647;0,000000;0,000000;0,000000;0,066667;0,166667;0,018018;0,000000;0,000000;0,000000;0,066667;0,166667;0,018018;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
175;0,066667;0,166667;0,018018;0,000000;0,000000;0,000000;0,066667;0,166667;0,018018;0,000000;0,000000;0,000000;0,133333;0,333333;0,060606;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
176;0,066667;0,125000;0,013986;0,000000;0,000000;0,000000;0,133333;0,250000;0,048193;0,000000;0,000000;0,000000;0,133333;0,250000;0,048193;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
177;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,200000;0,500000;0,117647;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
178;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
179;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,066667;0,200000;0,021053;0,000000;0,000000;0,000000;0,200000;0,600000;0,133333;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
180;0,200000;0,375000;0,095238;0,000000;0,000000;0,000000;0,200000;0,375000;0,095238;0,000000;0,000000;0,000000;0,266667;0,500000;0,150943;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
181;0,133333;0,333333;0,060606;0,000000;0,000000;0,000000;0,133333;0,333333;0,060606;0,000000;0,000000;0,000000;0,066667;0,166667;0,018018;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
182;0,133333;0,666667;0,098765;0,000000;0,000000;0,000000;0,133333;0,666667;0,098765;0,000000;0,000000;0,000000;0,200000;1,000000;0,181818;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
183;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
184;0,133333;0,250000;0,048193;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,066667;0,125000;0,013986;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
185;0,266667;0,400000;0,128000;0,000000;0,000000;0,000000;0,466667;0,700000;0,301538;0,000000;0,000000;0,000000;0,466667;0,700000;0,301538;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
186;0,066667;0,058824;0,006969;0,000000;0,000000;0,000000;0,066667;0,058824;0,006969;0,000000;0,000000;0,000000;0,200000;0,176471;0,051282;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
187;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,066667;0,142857;0,015748;0,000000;0,000000;0,000000;0,066667;0,142857;0,015748;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
188;0,000000;0,000000;0,000000;0,066667;0,083333;0,009662;0,133333;0,166667;0,034188;0,066667;0,083333;0,009662;0,266667;0,333333;0,111111;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
189;0,066667;0,100000;0,011429;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,200000;0,300000;0,080000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
190;0,066667;0,166667;0,018018;0,000000;0,000000;0,000000;0,133333;0,333333;0,060606;0,000000;0,000000;0,000000;0,200000;0,500000;0,117647;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
191;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,200000;0,214286;0,060606;0,000000;0,000000;0,000000;0,533333;0,571429;0,289593;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
192;0,133333;0,400000;0,069565;0,000000;0,000000;0,000000;0,066667;0,200000;0,021053;0,000000;0,000000;0,000000;0,133333;0,400000;0,069565;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
193;0,266667;0,400000;0,128000;0,000000;0,000000;0,000000;0,333333;0,500000;0,181818;0,000000;0,000000;0,000000;0,466667;0,700000;0,301538;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
194;0,133333;0,285714;0,053691;0,000000;0,000000;0,000000;0,200000;0,428571;0,105263;0,000000;0,000000;0,000000;0,266667;0,571429;0,165803;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
195;0,066667;0,250000;0,025316;0,000000;0,000000;0,000000;0,133333;0,500000;0,081633;0,000000;0,000000;0,000000;0,133333;0,500000;0,081633;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
196;0,066667;0,076923;0,008969;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
197;0,133333;0,500000;0,081633;0,000000;0,000000;0,000000;0,133333;0,500000;0,081633;0,000000;0,000000;0,000000;0,266667;1,000000;0,235294;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
198;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,066667;0,200000;0,021053;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
199;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,066667;0,111111;0,012579;0,000000;0,000000;0,000000;0,133333;0,222222;0,043716;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
200;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,066667;0,250000;0,025316;0,000000;0,000000;0,000000;0,133333;0,500000;0,081633;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
201;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,066667;0,058824;0,006969;0,000000;0,000000;0,000000;0,266667;0,235294;0,083551;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
202;0,133333;0,133333;0,028070;0,000000;0,000000;0,000000;0,066667;0,066667;0,007843;0,000000;0,000000;0,000000;0,133333;0,133333;0,028070;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
203;0,066667;0,066667;0,007843;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,200000;0,200000;0,057143;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
204;0,066667;0,066667;0,007843;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,066667;0,066667;0,007843;0,066667;0,066667;0,007843
205;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
206;0,133333;0,500000;0,081633;0,000000;0,000000;0,000000;0,066667;0,250000;0,025316;0,000000;0,000000;0,000000;0,200000;0,750000;0,153846;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
207;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,133333;0,333333;0,060606;0,000000;0,000000;0,000000;0,200000;0,500000;0,117647;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
208;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,200000;0,428571;0,105263;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
209;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,066667;0,076923;0,008969;0,000000;0,000000;0,000000;0,066667;0,076923;0,008969;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
210;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
211;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,066667;0,083333;0,009662;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
212;0,133333;0,133333;0,028070;0,000000;0,000000;0,000000;0,200000;0,200000;0,057143;0,000000;0,000000;0,000000;0,400000;0,400000;0,177778;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
213;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,133333;0,166667;0,034188;0,000000;0,000000;0,000000;0,333333;0,416667;0,158730;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
214;0,066667;0,200000;0,021053;0,000000;0,000000;0,000000;0,133333;0,400000;0,069565;0,000000;0,000000;0,000000;0,133333;0,400000;0,069565;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
215;0,066667;0,333333;0,031746;0,000000;0,000000;0,000000;0,066667;0,333333;0,031746;0,000000;0,000000;0,000000;0,066667;0,333333;0,031746;0,000000;0,000000;0,000000;0,066667;0,333333;0,031746;0,066667;0,333333;0,031746
216;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
217;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
218;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,066667;0,062500;0,007380;0,000000;0,000000;0,000000;0,200000;0,187500;0,054054;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
219;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,133333;0,105263;0,022663;0,000000;0,000000;0,000000;0,066667;0,052632;0,006270;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
220;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,133333;0,100000;0,021622;0,000000;0,000000;0,000000;0,066667;0,050000;0,005970;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
221;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,066667;0,052632;0,006270;0,000000;0,000000;0,000000;0,133333;0,105263;0,022663;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
222;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,200000;0,300000;0,080000;0,000000;0,000000;0,000000;0,133333;0,200000;0,040000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
223;0,066667;0,200000;0,021053;0,000000;0,000000;0,000000;0,066667;0,200000;0,021053;0,000000;0,000000;0,000000;0,133333;0,400000;0,069565;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
224;0,200000;0,333333;0,086957;0,066667;0,111111;0,012579;0,266667;0,444444;0,138528;0,066667;0,111111;0,012579;0,266667;0,444444;0,138528;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
225;0,133333;0,080000;0,017582;0,000000;0,000000;0,000000;0,133333;0,080000;0,017582;0,000000;0,000000;0,000000;0,200000;0,120000;0,036364;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
