inst;succ A;succ B;of;steps A;steps B;awg fined A;awg fined B;mu A;sig^2 A;mu B;sig^2 B;xing;winner
gen-2944;573;767;1000;1016.26;739.612;6780.76;3885.11;6.67883;0.708459;6.20326;39.5828;31;B
gen-2945;995;1000;1000;297.376;144.003;364.876;144.003;5.36308;0.712444;4.69782;22.6431;993;B
gen-2946;1000;1000;1000;57.174;32.456;57.174;32.456;3.72858;0.664551;3.23286;10.9574;976;A
gen-2947;901;964;1000;577.531;404.452;1914.03;890.452;5.88266;1.21912;5.46949;31.2177;209;B
gen-2948;720;967;1000;800.615;405.617;4580.61;851.117;6.23412;1.34885;5.4584;31.1447;4;B
gen-2949;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-2950;995;1000;1000;275.737;134.236;343.237;134.236;5.03466;1.45864;4.33527;20.1525;926;B
gen-2951;981;996;1000;428.553;253.041;685.053;307.041;5.62712;1.07306;5.02995;26.4926;96;B
gen-2952;948;991;1000;478.593;291.78;1180.59;413.28;5.75218;0.969057;5.29157;28.8218;781;B
gen-2953;912;977;1000;540.182;369.517;1728.18;680.017;5.645;1.86842;5.2531;29.3783;7;B
gen-2954;843;975;1000;679.161;378.688;2798.66;716.188;6.15047;0.945059;5.50572;31.2819;51;B
gen-2955;385;759;1000;1199.31;832.301;9501.81;4085.8;6.93728;0.474775;6.42448;42.1268;5;B
gen-2956;712;962;1000;887.576;466.076;4775.58;979.076;6.53351;0.684302;5.8225;34.6474;1;B
gen-2957;171;319;1000;1386.72;1235.39;12578.2;10428.9;7.1874;0.143705;6.98119;49.2102;1;B
gen-2958;830;988;1000;753.158;381.379;3048.16;543.379;6.34961;0.696963;5.62201;32.3511;7;B
gen-2959;505;701;1000;1089.13;870.277;7771.63;4906.78;6.76365;0.717998;6.44384;42.4713;2;B
gen-2960;488;671;1000;1110.01;870.668;8022.01;5312.17;6.81846;0.577734;6.42543;42.2588;1;B
gen-2961;1000;1000;1000;99.72;62.653;99.72;62.653;4.19882;0.857548;3.73525;14.7546;404;B
gen-2962;1000;1000;1000;140.135;84.672;140.135;84.672;4.60195;0.739212;4.10321;17.5336;999;A
gen-2963;1000;1000;1000;167.618;78.324;167.618;78.324;4.76288;0.763911;4.08986;17.2844;0;A
gen-2964;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-2965;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-2966;564;776;1000;963.38;726.604;6849.38;3750.6;6.46673;1.31408;6.04568;38.2126;19;B
gen-2967;993;995;1000;260.134;199.1;354.634;266.6;4.92659;1.43703;4.53031;22.125;1000;B
gen-2968;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-2969;133;267;1000;1411.84;1305.51;13116.3;11201;7.21794;0.105697;7.08579;50.5273;2;B
gen-2970;957;999;1000;481.551;227.779;1062.05;241.279;5.83929;0.745462;5.16717;27.2505;496;B
gen-2971;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-2972;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-2973;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-2974;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-2975;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-2976;519;760;1000;1083.67;774.463;7577.17;4014.46;6.80062;0.526763;6.3168;40.7864;20;B
gen-2977;729;933;1000;866.102;516.793;4524.6;1421.29;6.4969;0.697971;5.89124;35.5171;8;B
gen-2978;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-2979;480;747;1000;1099.07;799.924;8119.07;4215.42;6.80615;0.559271;6.36044;41.3345;2;B
gen-2980;986;997;1000;324.129;184.679;513.129;225.179;5.42142;0.746928;4.89521;24.6268;977;B
gen-2981;1000;1000;1000;139.834;73.257;139.834;73.257;4.59832;0.708578;4.02372;16.7484;987;A
gen-2982;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-2983;983;1000;1000;365.451;184.99;594.951;184.99;5.54434;0.792033;4.90111;24.6874;517;B
gen-2984;496;810;1000;1119.13;757.609;7923.13;3322.61;6.85751;0.457797;6.33659;40.9113;2;B
gen-2985;700;934;1000;864.688;465;4914.69;1356;6.39066;1.10437;5.58714;32.5788;1;B
gen-2986;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-2987;492;755;1000;1061.24;771.067;7919.24;4078.57;6.66441;0.999772;6.18772;39.6936;1;B
gen-2988;984;1000;1000;358.968;184.544;574.968;184.544;5.446;0.992335;4.86497;24.4216;878;B
gen-2989;285;652;1000;1299.82;963.662;10952.3;5661.66;7.06952;0.317001;6.65802;44.9339;1;B
gen-2990;1000;1000;1000;36.395;22.814;36.395;22.814;3.31257;0.591443;2.88752;8.82576;996;A
gen-2991;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-2992;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-2993;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-2994;989;1000;1000;317.659;178.274;466.159;178.274;5.33903;0.925496;4.8001;23.8431;973;B
gen-2995;664;925;1000;955.053;597.648;5491.05;1610.15;6.63602;0.60765;6.09569;37.8803;13;B
gen-2996;906;991;1000;544.643;256.24;1813.64;377.74;5.76281;1.39235;4.99837;26.1904;172;B
gen-2997;859;998;1000;676.719;277.943;2580.22;304.943;6.1448;0.96712;5.25385;28.4718;1;B
gen-2998;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-2999;787;937;1000;736.876;446.532;3612.38;1297.03;6.24297;0.906619;5.66569;33.0401;78;B
gen-3000;988;997;1000;398.237;279.407;560.237;319.907;5.62921;0.844693;5.17915;27.881;939;B
gen-3001;280;548;1000;1301.91;1052.97;11021.9;7154.97;7.08031;0.279326;6.72299;45.9556;1;B
gen-3002;976;996;1000;369.095;239.728;693.095;293.728;5.25739;1.68674;4.67728;23.7715;929;B
gen-3003;155;479;1000;1379.62;1115.51;12787.1;8149.01;7.17168;0.181219;6.83051;47.2514;1;B
gen-3004;329;601;1000;1248.35;1011.44;10306.9;6397.94;7.00477;0.379221;6.70226;45.555;1;B
gen-3005;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3006;962;1000;1000;425.209;166.404;938.209;166.404;5.4948;1.3894;4.66793;22.7801;794;B
gen-3007;994;1000;1000;328.149;188.737;409.149;188.737;5.39594;0.945796;4.83222;24.2828;995;B
gen-3008;501;874;1000;1066.98;648.314;7803.48;2349.31;6.71646;0.80241;6.08699;38.0885;8;B
gen-3009;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3010;961;999;1000;452.048;219.073;978.548;232.573;5.71792;0.941818;4.97535;25.6987;20;B
gen-3011;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3012;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3013;779;971;1000;815.24;431.468;3798.74;822.968;6.43578;0.668156;5.783;34.0681;28;B
gen-3014;955;987;1000;473.72;319.685;1081.22;495.185;5.76907;0.91252;5.36494;29.6601;60;B
gen-3015;910;988;1000;594.882;319.412;1809.88;481.412;6.06733;0.730201;5.42676;30.1565;1;B
gen-3016;645;942;1000;951.007;537.46;5743.51;1320.46;6.60846;0.66955;5.94806;36.1903;37;B
gen-3017;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3018;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3019;1000;1000;1000;136.199;75.493;136.199;75.493;4.55485;0.731954;4.0707;17.0863;998;B
gen-3020;999;1000;1000;286.279;180.005;299.779;180.005;5.23827;0.948241;4.75624;23.5672;986;B
gen-3021;904;985;1000;583.033;312.172;1879.03;514.672;6.00713;0.866466;5.35522;29.5304;6;B
gen-3022;744;938;1000;839.477;479.353;4295.48;1316.35;6.47336;0.652351;5.80283;34.4848;4;B
gen-3023;180;387;1000;1369.31;1198.95;12439.3;9474.45;7.16455;0.172551;6.94852;48.7456;1;B
gen-3024;1000;1000;1000;153.266;78.284;153.266;78.284;4.64741;0.80482;4.0749;17.1857;999;B
gen-3025;577;772;1000;965.424;709;6675.92;3787;6.51614;1.13231;6.05463;38.1016;10;B
gen-3026;371;657;1000;1191.22;920.13;9682.72;5550.63;6.89874;0.584416;6.49877;43.219;2;B
gen-3027;833;976;1000;760.537;426.781;3015.04;750.781;6.34934;0.716963;5.69965;33.3028;14;B
gen-3028;578;837;1000;1005.15;655.974;6702.15;2856.47;6.69021;0.606041;6.13997;38.5487;9;B
gen-3029;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3030;996;998;1000;253.883;161.146;307.883;188.146;5.12096;0.920839;4.62874;22.3559;852;B
gen-3031;855;987;1000;660.945;378.381;2618.45;553.881;6.15935;0.803267;5.55221;31.692;36;B
gen-3032;971;1000;1000;426.262;160.945;817.762;160.945;5.60252;1.09707;4.72063;23.0939;282;B
gen-3033;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3034;932;987;1000;527.921;305.334;1445.92;480.834;5.81679;1.19337;5.25414;28.6945;20;B
gen-3035;1000;1000;1000;82.318;53.673;82.318;53.673;4.19749;0.403327;3.83993;15.0256;995;B
gen-3036;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3037;816;896;1000;719.079;558.442;3203.08;1962.44;6.18841;1.07921;5.81368;35.1663;109;B
gen-3038;790;981;1000;773.673;372.582;3608.67;629.082;6.32181;0.883963;5.4689;30.9745;1;B
gen-3039;704;959;1000;905.167;486.51;4901.17;1040.01;6.55206;0.706156;5.85166;35.0346;1;B
gen-3040;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3041;987;1000;1000;377.4;175.853;552.9;175.853;5.59077;0.759365;4.88424;24.4549;531;B
gen-3042;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3043;1000;1000;1000;116.65;66.958;116.65;66.958;4.44222;0.677493;3.96229;16.2035;992;A
gen-3044;1000;1000;1000;110.439;66.123;110.439;66.123;4.34553;0.744035;3.88893;15.7454;755;B
gen-3045;961;996;1000;470.021;267.286;996.521;321.286;5.79318;0.850414;5.21303;27.9924;584;B
gen-3046;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3047;847;931;1000;685.628;497.276;2751.13;1428.78;6.12027;1.12031;5.69731;33.7852;355;B
gen-3048;1000;1000;1000;98.837;52.306;98.837;52.306;4.30521;0.596165;3.75819;14.5359;989;B
gen-3049;1000;1000;1000;104.347;62.761;104.347;62.761;4.25254;0.867957;3.82655;15.3103;999;B
gen-3050;692;944;1000;890.94;510.858;5048.94;1266.86;6.49907;0.816566;5.85591;35.2298;7;B
gen-3051;825;1000;1000;720.348;253.502;3082.85;253.502;6.17265;1.17324;5.16485;27.5823;62;B
gen-3052;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3053;985;1000;1000;361.545;171.296;564.045;171.296;5.49991;0.905895;4.8306;24.0265;960;B
gen-3054;1000;1000;1000;57.058;35.211;57.058;35.211;3.74867;0.618154;3.34861;11.6451;999;A
gen-3055;401;688;1000;1194.59;884.456;9281.09;5096.46;6.95071;0.392315;6.50679;43.1086;1;B
gen-3056;474;803;1000;1061.37;694.841;8162.37;3354.34;6.65967;0.988591;6.0387;37.9281;6;B
gen-3057;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3058;586;789;1000;990.638;759.734;6579.64;3608.23;6.64002;0.737115;6.28454;40.4396;1;B
gen-3059;186;346;1000;1361.16;1224.26;12350.2;10053.3;7.14583;0.222442;6.96739;49.0264;1;B
gen-3060;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3061;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3062;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3063;907;962;1000;645.415;502.824;1900.91;1015.82;6.16088;0.776861;5.85845;35.2483;529;B
gen-3064;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3065;1000;1000;1000;129.406;82.612;129.406;82.612;4.43242;0.956429;3.85523;15.9841;982;B
gen-3066;246;596;1000;1336.07;1040.67;11515.1;6494.67;7.12605;0.216283;6.75804;46.254;1;B
gen-3067;834;942;1000;696.319;459.137;2937.32;1242.14;6.20359;0.845329;5.75643;33.9851;5;B
gen-3068;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3069;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3070;1000;1000;1000;109.984;66.732;109.984;66.732;4.2626;0.937366;3.78524;15.1362;995;B
gen-3071;191;258;1000;1340.05;1275.23;12261.6;11292.2;7.09938;0.341536;7.00643;49.6155;1;B
gen-3072;977;1000;1000;352.271;175.425;662.771;175.425;5.41666;1.01255;4.75546;23.484;309;B
gen-3073;516;697;1000;1091.57;889.367;7625.57;4979.87;6.78273;0.646326;6.49751;43.058;1;B
gen-3074;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3075;860;971;1000;665.448;386.982;2555.45;778.482;6.14573;0.883843;5.53945;31.61;4;B
gen-3076;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3077;1000;1000;1000;259.691;131.364;259.691;131.364;5.19098;0.779264;4.61491;21.8579;988;A
gen-3078;786;967;1000;747.079;423.94;3636.08;869.44;6.18002;1.23461;5.58732;32.3637;78;B
gen-3079;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3080;604;848;1000;1015.49;676.775;6361.49;2728.78;6.7269;0.530508;6.2072;39.2937;1;B
gen-3081;522;581;1000;997.111;926.748;7450.11;6583.25;6.46602;1.53452;6.29625;41.5249;34;B
gen-3082;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3083;1000;1000;1000;95.066;63.455;95.066;63.455;4.07973;1.01264;3.65488;14.3106;995;B
gen-3084;1000;1000;1000;149.231;96.508;149.231;96.508;4.55056;0.99506;4.11082;17.8076;997;A
gen-3085;976;999;1000;390.183;193.931;714.183;207.431;5.49704;1.08887;4.85017;24.4625;813;B
gen-3086;994;1000;1000;277.632;143.156;358.632;143.156;5.14215;1.11778;4.46992;21.0082;993;B
gen-3087;971;993;1000;380.202;248.289;771.702;342.789;5.50454;0.959099;5.01374;26.1245;924;B
gen-3088;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3089;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3090;1000;1000;1000;135.646;83.383;135.646;83.383;4.64892;0.551085;4.18675;18.0169;994;B
gen-3091;265;494;1000;1297.5;1098.56;11220;7929.56;7.06864;0.309138;6.81122;46.9947;1;B
gen-3092;231;541;1000;1355.82;1109.7;11737.3;7306.2;7.1603;0.149884;6.86957;47.6285;1;B
gen-3093;1000;1000;1000;112.647;65.853;112.647;65.853;4.30625;0.881131;3.89815;15.7952;997;B
gen-3094;636;914;1000;999.373;618.032;5913.37;1779.03;6.70657;0.549448;6.12828;38.2859;9;B
gen-3095;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3096;948;1000;1000;502.889;268.031;1204.89;268.031;5.88244;0.767219;5.31651;28.8596;3;B
gen-3097;1000;1000;1000;45.955;22.2;45.955;22.2;3.37134;0.901892;2.76787;8.28274;997;A
gen-3098;854;976;1000;664.953;403.361;2635.95;727.361;6.09429;1.04604;5.56565;32.0228;309;B
gen-3099;258;464;1000;1304.65;1119.85;11321.6;8355.85;7.08601;0.257329;6.84168;47.3676;3;B
gen-3100;971;996;1000;450.08;260.787;841.58;314.787;5.80239;0.672308;5.27451;28.4225;633;B
gen-3101;997;1000;1000;292.028;178.996;332.528;178.996;5.28124;0.88309;4.79071;23.7854;473;B
gen-3102;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3103;375;676;1000;1226.36;957.149;9663.86;5331.15;6.99772;0.329887;6.63913;44.7329;1;B
gen-3104;717;972;1000;877.587;424.716;4698.09;802.716;6.51753;0.675659;5.71615;33.4239;51;B
gen-3105;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3106;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3107;917;975;1000;573.518;366.947;1694.02;704.447;5.95795;0.977837;5.44391;30.6706;1;B
gen-3108;1000;1000;1000;139.797;145.237;139.797;145.237;4.39051;1.29349;4.33015;20.335;154;A
gen-3109;1000;1000;1000;134.311;123.158;134.311;123.158;4.49948;0.952401;4.30099;19.6988;995;B
gen-3110;549;841;1000;1035.85;664.482;7124.35;2810.98;6.68899;0.76157;6.0772;38.0739;31;B
gen-3111;997;1000;1000;295.835;153.604;336.335;153.604;5.25925;0.970831;4.56809;21.8774;875;B
gen-3112;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3113;776;986;1000;737.69;348.865;3761.69;537.865;6.16059;1.22591;5.39478;30.1943;19;B
gen-3114;289;392;1000;1246.01;1131.59;10844.5;9339.59;6.95173;0.606666;6.77052;46.7323;13;B
gen-3115;724;837;1000;818.044;653.836;4544.04;2854.34;6.20836;1.68018;5.84004;36.3046;87;B
gen-3116;988;997;1000;295.225;217.556;457.225;258.056;5.10068;1.43107;4.76756;24.2015;941;B
gen-3117;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3118;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3119;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3120;1000;1000;1000;103.919;79.693;103.919;79.693;4.11811;1.12664;3.82066;15.7308;916;B
gen-3121;276;505;1000;1271.47;1074.51;11045.5;7757.01;7.02879;0.364627;6.76626;46.4533;2;B
gen-3122;867;968;1000;608.465;367.149;2403.97;799.149;6.00899;0.94759;5.4779;30.9001;24;B
gen-3123;732;917;1000;832.245;530.21;4450.24;1650.71;6.45308;0.678457;5.91708;35.8126;4;B
gen-3124;916;997;1000;581.761;291.913;1715.76;332.413;6.00413;0.885906;5.28401;28.7812;185;B
gen-3125;310;716;1000;1269.49;880.485;10584.5;4714.48;7.02487;0.392804;6.47231;42.8053;1;B
gen-3126;1000;1000;1000;256.911;137.607;256.911;137.607;5.24572;0.671282;4.66584;22.3137;18;A
gen-3127;1000;1000;1000;170.707;67.64;170.707;67.64;4.68433;1.06828;3.83422;15.4945;999;A
gen-3128;661;817;1000;871.643;681.36;5448.14;3151.86;6.42555;0.974485;6.07639;38.1261;1;B
gen-3129;674;910;1000;918.643;545.737;5319.64;1760.74;6.55367;0.739487;5.91783;35.917;62;B
gen-3130;929;994;1000;561.581;288.299;1520.08;369.299;6.01318;0.723428;5.34119;29.2009;5;B
gen-3131;948;998;1000;535.281;276.252;1237.28;303.252;5.93963;0.802707;5.30724;28.8842;483;B
gen-3132;999;1000;1000;249.538;116.101;263.038;116.101;5.1066;0.901979;4.44092;20.4196;988;B
gen-3133;1000;1000;1000;130.898;89.78;130.898;89.78;4.45275;0.918086;4.02779;17.1844;998;A
gen-3134;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3135;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3136;270;482;1000;1301.55;1112.43;11156.5;8105.43;7.07322;0.309224;6.8125;47.0635;1;B
gen-3137;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3138;1000;1000;1000;138.743;66.282;138.743;66.282;4.53894;0.796522;3.94809;16.074;999;A
gen-3139;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3140;445;655;1000;1141.22;947.231;8633.72;5604.73;6.86401;0.525711;6.60333;44.3316;2;B
gen-3141;822;929;1000;762.375;558.5;3165.38;1517;6.32175;0.830207;5.96286;36.45;19;B
gen-3142;999;1000;1000;204.47;87.879;217.97;87.879;4.85303;1.00143;4.14685;17.893;951;B
gen-3143;1000;1000;1000;144.139;69.245;144.139;69.245;4.54509;0.940727;3.90423;15.963;891;A
gen-3144;996;1000;1000;264.389;158.437;318.389;158.437;5.1839;0.860869;4.68729;22.7363;992;B
gen-3145;998;1000;1000;224.191;162.304;251.191;162.304;4.97775;1.00657;4.64335;22.6016;505;B
gen-3146;399;376;1000;1159.62;1156.89;9273.12;9580.89;6.83517;0.740057;6.78034;46.9949;6;A
gen-3147;877;992;1000;680.665;359.753;2341.16;467.753;6.19299;0.849292;5.58441;31.8767;20;B
gen-3148;941;999;1000;484.71;241.812;1281.21;255.312;5.72708;1.08769;5.04535;26.4553;596;B
gen-3149;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3150;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3151;1000;1000;1000;135.635;81.019;135.635;81.019;4.46753;0.96268;3.91769;16.2992;997;B
gen-3152;1000;1000;1000;205.257;104.616;205.257;104.616;4.95709;0.777641;4.38742;19.7893;999;A
gen-3153;969;999;1000;402.908;195.663;821.408;209.163;5.43991;1.41832;4.76285;23.8704;654;B
gen-3154;1000;1000;1000;96.193;63.56;96.193;63.56;4.04764;1.1212;3.55346;13.8352;557;B
gen-3155;613;880;1000;996.593;623.618;6221.09;2243.62;6.69175;0.575429;6.08597;37.905;5;B
gen-3156;769;967;1000;810.008;459.582;3928.51;905.082;6.40693;0.755017;5.7651;34.0994;50;B
gen-3157;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3158;168;326;1000;1378.25;1219.15;12610.2;10318.2;7.17166;0.180097;6.93888;48.7316;2;B
gen-3159;1000;1000;1000;76.572;46.227;76.572;46.227;4.09969;0.466269;3.67662;13.8352;999;B
gen-3160;1000;1000;1000;170.268;79.854;170.268;79.854;4.81421;0.707652;4.11788;17.5037;993;B
gen-3161;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3162;606;858;1000;975.895;654.908;6294.9;2571.91;6.63207;0.696166;6.09764;38.19;10;B
gen-3163;1000;1000;1000;147.955;94.635;147.955;94.635;4.58334;0.897455;4.05491;17.431;994;B
gen-3164;999;1000;1000;205.21;99.132;218.71;99.132;4.8388;1.07982;4.20501;18.5266;990;B
gen-3165;489;729;1000;1087.14;808.519;7985.65;4467.02;6.77687;0.637057;6.32092;40.9944;5;B
gen-3166;61;279;1000;1459.03;1285.77;14135.5;11019.3;7.26627;0.0640216;7.05505;50.134;1;B
gen-3167;989;1000;1000;337.127;177.208;485.627;177.208;5.50984;0.653083;4.92677;24.7878;706;B
gen-3168;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3169;850;999;1000;690.041;267.014;2715.04;280.514;6.12726;1.16181;5.17779;27.7887;1;B
gen-3170;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3171;298;593;1000;1276.37;995.363;10753.4;6489.86;7.05147;0.303054;6.65859;45.0652;2;B
gen-3172;1000;1000;1000;134.159;73.611;134.159;73.611;4.48955;0.913268;3.95509;16.3624;962;A
gen-3173;1000;1000;1000;218.443;118.2;218.443;118.2;4.97871;0.916567;4.38254;20.0297;746;B
gen-3174;474;781;1000;1156.42;821.974;8257.42;3778.47;6.91734;0.381998;6.48178;42.6076;2;B
gen-3175;984;995;1000;390.551;252.189;606.551;319.689;5.52674;1.06654;4.97484;26.0776;953;B
gen-3176;906;987;1000;568.974;363.59;1837.97;539.09;5.94091;0.972719;5.49753;31.1429;245;B
gen-3177;702;892;1000;885.182;622.371;4908.18;2080.37;6.52888;0.668469;6.09369;37.9804;9;B
gen-3178;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3179;1000;1000;1000;75.09;46.34;75.09;46.34;3.90957;0.85958;3.48623;12.8802;997;B
gen-3180;995;1000;1000;230.879;146.2;298.379;146.2;4.97308;0.997077;4.53181;21.4625;997;B
gen-3181;993;1000;1000;284.021;105.971;378.521;105.971;5.16393;1.16491;4.30148;19.3369;962;B
gen-3182;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3183;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3184;999;1000;1000;321.364;181.781;334.864;181.781;5.43619;0.775997;4.8797;24.558;960;B
gen-3185;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3186;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3187;972;998;1000;437.078;265.672;815.078;292.672;5.69948;0.880123;5.21896;28.0378;638;B
gen-3188;200;732;1000;1354.6;921.586;12154.6;4539.59;7.13971;0.231401;6.63074;44.5052;1;B
gen-3189;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3190;943;998;1000;520.672;238.864;1290.17;265.864;5.89135;0.872912;5.11175;26.9354;45;B
gen-3191;779;922;1000;778.078;517.688;3761.58;1570.69;6.32255;0.871179;5.78213;34.5604;85;B
gen-3192;895;972;1000;510.847;346.268;1928.35;724.268;5.72975;1.18589;5.32373;29.4588;97;B
gen-3193;993;1000;1000;290.232;163.287;384.732;163.287;5.27776;0.838613;4.75193;23.2785;969;B
gen-3194;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3195;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3196;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3197;937;975;1000;505.232;353.403;1355.73;690.903;5.83492;0.919847;5.44877;30.5996;144;B
gen-3198;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3199;788;957;1000;809.39;457.567;3671.39;1038.07;6.42422;0.700278;5.78459;34.2237;1;B
gen-3200;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-3201;731;912;1000;856.676;524.228;4488.18;1712.23;6.43918;0.866869;5.78397;34.6723;10;B
